application_id,business_type,business_age,monthly_revenue,credit_score,bank_balance,gst_compliance,pan_card,gst_number,risk_level,risk_score,max_loan_amount,interest_rate,loan_approved
SME0608,Textile,7,2931569,825,2372460,FALSE,WODFC6523J,04WODFC6523J8ZI,Medium,57,10000000,11.69,TRUE
SME0609,Healthcare,2,1548763,514,4297382,TRUE,UIFTK6134D,09UIFTK6134D8ZG,High,47,6504804.6,14.85,FALSE
SME0610,Textile,6,2619507,702,2060053,TRUE,DMPYN1577G,15DMPYN1577G4Z5,Medium,57,10000000,11.86,TRUE
SME0611,Technology,7,1356715,427,769401,TRUE,ZKDGP9551X,16ZKDGP9551X9ZM,High,32,5698203,14.02,FALSE
SME0612,Textile,14,180257,776,1995681,FALSE,HGYXN8851L,13HGYXN8851L1ZQ,High,49,757079.4,15.37,FALSE
SME0613,Food & Beverage,18,1626534,703,2571913,TRUE,WSMGY9915F,22WSMGY9915F5ZI,Medium,67,9759204,13.2,TRUE
SME0614,Trading,15,924143,328,1829231,TRUE,IMIME4876H,35IMIME4876H2ZD,High,38,3881400.6,16.38,FALSE
SME0615,Food & Beverage,2,3114938,637,4077784,TRUE,VCWXO7062B,09VCWXO7062B7ZR,Medium,59,10000000,11.48,TRUE
SME0616,Textile,10,3902986,660,3345379,TRUE,NRONX8225Z,25NRONX8225Z9ZR,Medium,69,10000000,12.79,TRUE
SME0617,Food & Beverage,12,4822727,691,1559317,TRUE,QVSPT8202G,02QVSPT8202G1Z3,Medium,69,10000000,12.66,TRUE
SME0618,Retail,17,471616,517,4272511,TRUE,WKEQK7979L,13WKEQK7979L2Z2,Medium,58,2829696,11.86,TRUE
SME0619,Technology,8,2060155,501,898698,TRUE,JMZRJ2303P,37JMZRJ2303P1ZN,High,41,8652651,13.56,FALSE
SME0620,Automotive,11,3724064,316,3496142,TRUE,ECOZB5760D,08ECOZB5760D3Z1,Medium,51,10000000,12.72,TRUE
SME0621,Trading,3,875158,621,2218578,TRUE,SVYIW8748N,33SVYIW8748N6ZC,High,43,3675663.6,16.34,FALSE
SME0622,Healthcare,6,2810527,817,1569657,TRUE,WUPXW8908O,10WUPXW8908O1Z4,Medium,62,10000000,12.58,TRUE
SME0623,Manufacturing,9,1868967,624,2241946,FALSE,GAAEX8597O,09GAAEX8597O4ZM,High,43,7849661.4,14.81,FALSE
SME0624,Automotive,6,1016383,711,3890323,TRUE,FFDKU1224U,30FFDKU1224U7Z3,Medium,58,6098298,12.31,TRUE
SME0625,Manufacturing,9,379215,617,555726,FALSE,FUFHO1354Q,21FUFHO1354Q9Z6,High,30,1592703,14.1,FALSE
SME0626,Technology,7,2943236,381,2690259,FALSE,ISRYW4530T,16ISRYW4530T7ZM,High,34,10000000,15.75,FALSE
SME0627,Trading,9,3837859,773,452244,TRUE,IAZCU6852M,31IAZCU6852M9Z4,Medium,62,10000000,12.87,TRUE
SME0628,Services,18,373349,767,500999,TRUE,WNTSW6361A,06WNTSW6361A3Z0,Medium,57,2240094,11.36,TRUE
SME0629,Healthcare,12,4218893,724,3199189,FALSE,RTHCZ5588T,28RTHCZ5588T2ZN,Medium,65,10000000,13.19,TRUE
SME0630,Retail,8,2060584,503,4822066,TRUE,IOMVP1951H,13IOMVP1951H1Z9,Medium,57,10000000,11.67,TRUE
SME0631,Services,8,3833003,686,417407,FALSE,DUXNK7530L,07DUXNK7530L5ZV,High,46,10000000,16.45,FALSE
SME0632,Technology,18,1516207,397,881158,TRUE,GHIBQ3490U,22GHIBQ3490U8ZD,High,43,6368069.4,14.65,FALSE
SME0633,Automotive,20,678688,644,1313306,TRUE,FCOGF3242Z,11FCOGF3242Z3ZM,Medium,57,4072128,11.44,TRUE
SME0634,Retail,15,4326156,507,430602,TRUE,YIFMV3319D,34YIFMV3319D8ZC,Medium,55,10000000,11.88,TRUE
SME0635,Food & Beverage,7,2574653,813,3842809,TRUE,HMJRI0115O,28HMJRI0115O8ZF,Low,71,10000000,10.16,TRUE
SME0636,Textile,11,3302209,465,1637650,FALSE,NPWOS8443Y,28NPWOS8443Y4ZR,High,40,10000000,13.71,FALSE
SME0637,Retail,20,4327995,321,66635,TRUE,XDTRY2369H,12XDTRY2369H5ZZ,High,49,10000000,15.23,FALSE
SME0638,Technology,16,4688645,453,2872349,TRUE,XPTOG9055V,20XPTOG9055V8ZP,Medium,65,10000000,12.49,TRUE
SME0639,Construction,4,632726,738,2353136,FALSE,LRXNO4413Y,22LRXNO4413Y8Z8,High,40,2657449.2,15.72,FALSE
SME0640,Textile,6,4052255,594,4432888,TRUE,IVIDO0107Y,05IVIDO0107Y1ZX,Medium,66,10000000,11.07,TRUE
SME0641,Manufacturing,3,3917242,518,3574360,TRUE,PZVRV8281E,02PZVRV8281E5Z6,Medium,55,10000000,12.35,TRUE
SME0642,Healthcare,9,339968,794,1730444,TRUE,BGJOY6433O,36BGJOY6433O4ZT,Medium,54,2039808,11.13,TRUE
SME0643,Manufacturing,10,388963,529,95166,TRUE,JXZZN9990U,30JXZZN9990U3Z1,High,34,1633644.6,15.6,FALSE
SME0644,Retail,14,2692536,319,2483006,TRUE,NBPMI6975I,03NBPMI6975I8ZE,High,46,10000000,13.67,FALSE
SME0645,Manufacturing,11,3075635,447,3453571,TRUE,VWGPI7036K,17VWGPI7036K4Z6,Medium,55,10000000,13.28,TRUE
SME0646,Technology,18,3401017,407,3988966,TRUE,HGSTL6765Y,05HGSTL6765Y2ZW,Medium,63,10000000,12.76,TRUE
SME0647,Food & Beverage,12,619165,702,3874856,TRUE,IMGHV0051H,16IMGHV0051H5Z2,Medium,62,3714990,12.27,TRUE
SME0648,Automotive,12,4514084,782,307883,TRUE,QMRXV9116U,21QMRXV9116U9Z7,Medium,68,10000000,12.1,TRUE
SME0649,Healthcare,13,3540866,666,4367356,TRUE,UXLWN8393R,22UXLWN8393R3Z4,Low,75,10000000,9.7,TRUE
SME0650,Manufacturing,13,3978363,713,4162567,TRUE,CAQGP4261C,17CAQGP4261C5ZD,Low,78,10000000,9.94,TRUE
SME0651,Manufacturing,19,3343484,608,766079,TRUE,QPHRO6851R,28QPHRO6851R1ZY,Medium,62,10000000,13.17,TRUE
SME0652,Retail,19,3124243,433,3643646,TRUE,YZXNN8331N,22YZXNN8331N5ZS,Medium,63,10000000,13.26,TRUE
SME0653,Automotive,14,1127557,582,1453401,TRUE,ZAJTJ9717A,10ZAJTJ9717A2ZY,Medium,50,6765342,11,TRUE
SME0654,Services,4,2096170,372,625416,FALSE,ADGIP4161Y,16ADGIP4161Y2Z6,High,19,8803914,15.28,FALSE
SME0655,Manufacturing,13,3988577,780,4101373,TRUE,YSMXK3204M,30YSMXK3204M3ZM,Low,82,10000000,10.58,TRUE
SME0656,Technology,8,1306123,651,2268233,TRUE,TAJHX7256P,08TAJHX7256P1ZK,Medium,51,7836738,12.55,TRUE
SME0657,Construction,19,1716596,625,3021165,TRUE,IUYVJ9930Q,26IUYVJ9930Q9ZR,Medium,66,10000000,11.2,TRUE
SME0658,Healthcare,12,1885559,742,2742406,TRUE,ZUNSU4074U,33ZUNSU4074U8ZI,Medium,65,10000000,11.54,TRUE
SME0659,Manufacturing,18,408449,399,1196430,TRUE,IHMQS6004Y,29IHMQS6004Y4ZJ,High,40,1715485.8,14.25,FALSE
SME0660,Technology,6,3947125,358,4165304,TRUE,FZBYP5442P,10FZBYP5442P8ZW,Medium,52,10000000,13.08,TRUE
SME0661,Technology,18,633634,807,3819395,TRUE,FOOPT9128K,25FOOPT9128K9Z3,Low,73,4562164.8,10.19,TRUE
SME0662,Healthcare,19,4032747,557,3917297,TRUE,KYVJZ8349V,04KYVJZ8349V9ZE,Low,75,10000000,10.23,TRUE
SME0663,Services,5,290237,712,2739737,FALSE,IEHKA4909V,26IEHKA4909V7ZV,High,40,1218995.4,16.3,FALSE
SME0664,Technology,9,956047,751,2669786,TRUE,GNEQV9459O,12GNEQV9459O3ZV,Medium,58,5736282,12.59,TRUE
SME0665,Construction,3,4723636,364,1170714,TRUE,GWBLS5213E,09GWBLS5213E8ZW,High,40,10000000,16.2,FALSE
SME0666,Technology,10,4515677,453,322916,FALSE,KZYCC5456K,32KZYCC5456K3ZT,High,38,10000000,14.87,FALSE
SME0667,Technology,19,1506368,565,4145316,TRUE,CMUHT9131S,16CMUHT9131S2ZH,Medium,66,9038208,11.37,TRUE
SME0668,Technology,3,945474,378,4244453,TRUE,DTZIP9583I,13DTZIP9583I8ZB,High,38,3970990.8,16.29,FALSE
SME0669,Food & Beverage,15,4665537,614,358844,TRUE,MIFUS4244R,29MIFUS4244R6ZZ,Medium,62,10000000,12.15,TRUE
SME0670,Food & Beverage,1,1324744,547,2990342,TRUE,NPNIO6543H,01NPNIO6543H7ZX,High,42,5563924.8,14.04,FALSE
SME0671,Services,7,4962894,713,3634656,TRUE,BHAZQ2453P,34BHAZQ2453P1Z3,Low,74,10000000,9.95,TRUE
SME0672,Manufacturing,12,3447769,324,4332751,TRUE,GGRRB1847E,30GGRRB1847E5ZJ,Medium,54,10000000,11.13,TRUE
SME0673,Technology,17,2231018,583,2568845,TRUE,KEQVD2517Q,26KEQVD2517Q7Z6,Medium,62,10000000,12.17,TRUE
SME0674,Automotive,20,3351128,748,1622033,TRUE,LYXQJ8121M,29LYXQJ8121M7ZX,Low,74,10000000,10.78,TRUE
SME0675,Manufacturing,5,4729375,600,2941531,TRUE,NXPRZ1061J,20NXPRZ1061J1ZG,Medium,62,10000000,13.33,TRUE
SME0676,Services,4,3589429,367,3334024,FALSE,EUCSM2532R,20EUCSM2532R9ZC,High,35,10000000,16.3,FALSE
SME0677,Trading,12,2608426,306,4885217,TRUE,CTFPT7222X,24CTFPT7222X6Z6,Medium,52,10000000,11.31,TRUE
SME0678,Manufacturing,20,2631086,436,3478282,TRUE,DABMZ1257P,08DABMZ1257P7ZD,Medium,62,10000000,11.96,TRUE
SME0679,Manufacturing,18,394746,463,1424474,TRUE,LAIQJ1268S,04LAIQJ1268S5Z9,High,44,1657933.2,13.58,FALSE
SME0680,Textile,17,4452892,382,363039,TRUE,XOIJW3335D,22XOIJW3335D6ZS,Medium,51,10000000,13.14,TRUE
SME0681,Retail,19,1802159,719,1371425,FALSE,EILWH4467Y,25EILWH4467Y2ZC,Medium,55,10000000,11.9,TRUE
SME0682,Textile,9,3857985,372,2300146,TRUE,RSLLR9611R,03RSLLR9611R2ZZ,High,48,10000000,15.39,FALSE
SME0683,Construction,4,3902177,536,2967498,TRUE,LPMTQ1269A,21LPMTQ1269A5ZI,Medium,54,10000000,12.79,TRUE
SME0684,Food & Beverage,2,2103426,345,1579720,TRUE,FCSDT6277G,16FCSDT6277G4ZE,High,29,8834389.2,14.79,FALSE
SME0685,Food & Beverage,4,3451463,561,1137787,TRUE,BUFPJ3948K,01BUFPJ3948K6ZJ,High,47,10000000,14.42,FALSE
SME0686,Retail,2,223950,475,1945657,TRUE,WRKQB2129O,33WRKQB2129O1Z4,High,30,940590,16.39,FALSE
SME0687,Healthcare,15,4623942,465,1992539,TRUE,KKYTY2049J,05KKYTY2049J7ZC,Medium,60,10000000,13.41,TRUE
SME0688,Healthcare,2,4894821,669,3581387,TRUE,NBDBR2431K,36NBDBR2431K9Z3,Medium,66,10000000,11.72,TRUE
SME0689,Services,4,1253224,353,4924150,TRUE,ZRFWJ5605K,23ZRFWJ5605K5ZK,High,42,5263540.8,14.94,FALSE
SME0690,Retail,6,4332851,718,1719813,TRUE,SQXDZ7933N,06SQXDZ7933N8ZU,Medium,63,10000000,13.43,TRUE
SME0691,Manufacturing,7,2750235,806,919210,FALSE,ZDFIU9773Z,19ZDFIU9773Z6ZB,High,49,10000000,13.51,FALSE
SME0692,Healthcare,10,4840039,640,1962026,TRUE,YYEFE2783Y,14YYEFE2783Y2ZB,Medium,66,10000000,12.03,TRUE
SME0693,Technology,19,1840534,426,42766,TRUE,IGHOS4265S,15IGHOS4265S3ZR,High,43,7730242.8,13.8,FALSE
SME0694,Automotive,19,3991839,708,4760014,TRUE,YQJSK9622R,05YQJSK9622R5Z5,Low,86,10000000,10.26,TRUE
SME0695,Manufacturing,12,1404766,666,4478653,TRUE,YKTZV1869U,23YKTZV1869U3ZW,Medium,65,8428596,11.06,TRUE
SME0696,Construction,3,2403554,570,4684110,TRUE,WTJMO6163T,21WTJMO6163T4Z0,Medium,56,10000000,12.02,TRUE
SME0697,Technology,13,3498147,678,1470235,FALSE,QCUUB3080F,17QCUUB3080F8ZP,Medium,53,10000000,11.55,TRUE
SME0698,Technology,18,4120120,372,1468316,TRUE,GSLAG2955L,28GSLAG2955L2ZP,Medium,54,10000000,12.33,TRUE
SME0699,Retail,8,3046862,547,1437197,FALSE,TLFJT7816I,13TLFJT7816I5ZC,High,39,10000000,16.49,FALSE
SME0700,Services,15,2776517,342,4138784,TRUE,YLEAV7010E,25YLEAV7010E7ZL,Medium,55,10000000,13,TRUE
SME0701,Construction,1,4407086,676,4643662,TRUE,RPZJD0674B,21RPZJD0674B6ZT,Medium,68,10000000,13.11,TRUE
SME0702,Healthcare,3,727220,340,4942048,TRUE,XQGQF5411Y,11XQGQF5411Y4ZW,High,38,3054324,15.41,FALSE
SME0703,Retail,8,543316,469,3871460,TRUE,UUWFB0432B,12UUWFB0432B9ZV,High,45,2281927.2,13.62,FALSE
SME0704,Healthcare,4,3617741,511,3063380,TRUE,ZBNOT1328G,11ZBNOT1328G5ZN,Medium,52,10000000,11.52,TRUE
SME0705,Retail,16,3556653,792,321385,TRUE,MLCMO7865D,07MLCMO7865D8ZW,Medium,68,10000000,13.31,TRUE
SME0706,Retail,10,575595,338,3617323,FALSE,UHCBS6706I,25UHCBS6706I1Z2,High,29,2417499,14.6,FALSE
SME0707,Retail,12,1565744,668,943476,FALSE,LNNOC2737E,28LNNOC2737E1Z0,High,42,6576124.8,13.81,FALSE
SME0708,Services,14,1988806,450,1938854,TRUE,SDNPT7568F,27SDNPT7568F6ZY,High,48,8352985.2,15.61,FALSE
SME0709,Retail,14,3344424,410,819359,TRUE,COCKC9109A,10COCKC9109A6ZX,High,47,10000000,14.4,FALSE
SME0710,Trading,2,2248091,779,2222809,TRUE,DCELY7847D,24DCELY7847D6ZF,Medium,56,10000000,11.67,TRUE
SME0711,Automotive,5,4061676,735,2960214,TRUE,UOLSU2445I,13UOLSU2445I4ZZ,Medium,67,10000000,13.49,TRUE
SME0712,Healthcare,5,1860462,346,2211580,TRUE,ALZNF0517K,23ALZNF0517K3ZQ,High,34,7813940.4,16.07,FALSE
SME0713,Manufacturing,6,2338673,665,1504139,TRUE,CJFFT4199X,19CJFFT4199X6Z0,Medium,51,10000000,12.02,TRUE
SME0714,Textile,13,1723154,368,3019828,TRUE,JWZFW0460B,05JWZFW0460B1ZW,High,46,7237246.8,16.44,FALSE
SME0715,Construction,9,4158848,598,4162092,TRUE,ILSVG8431S,19ILSVG8431S4Z5,Medium,69,10000000,12.63,TRUE
SME0716,Food & Beverage,15,3580826,595,1800146,TRUE,POEKO1303P,15POEKO1303P4ZW,Medium,63,10000000,12.86,TRUE
SME0717,Services,14,909178,502,79518,TRUE,WONLC9755N,24WONLC9755N1ZA,High,39,3818547.6,13.59,FALSE
SME0718,Manufacturing,7,4877402,360,186355,TRUE,QUSPO9076W,23QUSPO9076W1ZS,High,41,10000000,13.86,FALSE
SME0719,Technology,20,4770817,613,1926334,TRUE,LJNJJ3582I,31LJNJJ3582I1ZX,Low,74,10000000,10.45,TRUE
SME0720,Trading,2,2662605,460,2774717,TRUE,DUGVZ7772O,18DUGVZ7772O2Z5,High,42,10000000,16.2,FALSE
SME0721,Food & Beverage,7,821037,630,130243,TRUE,PZVWI9934H,01PZVWI9934H4ZV,High,39,3448355.4,15.37,FALSE
SME0722,Textile,6,3332244,827,3209039,TRUE,AFODU4171T,10AFODU4171T5Z8,Low,71,10000000,9.7,TRUE
SME0723,Manufacturing,17,2899250,637,1707818,TRUE,MEAVR4578P,05MEAVR4578P3ZQ,Medium,64,10000000,11.29,TRUE
SME0724,Food & Beverage,2,1121469,603,2786374,TRUE,VULTR1646M,04VULTR1646M7ZW,High,44,4710169.8,16.03,FALSE
SME0725,Manufacturing,3,2481306,802,2328620,TRUE,QQPUR7201Z,08QQPUR7201Z1ZN,Medium,60,10000000,11.35,TRUE
SME0726,Trading,5,2992371,637,3497379,TRUE,ZWFHW9725W,33ZWFHW9725W9ZI,Medium,59,10000000,12.3,TRUE
SME0727,Textile,5,1912336,849,2570837,TRUE,OJQAG2245R,02OJQAG2245R7ZA,Medium,63,10000000,11.09,TRUE
SME0728,Technology,1,4433848,574,3684942,TRUE,CFCEI2544N,35CFCEI2544N1Z2,Medium,58,10000000,11.2,TRUE
SME0729,Retail,8,563001,463,1094309,TRUE,FFQKO8407G,22FFQKO8407G3ZK,High,34,2364604.2,15.52,FALSE
SME0730,Healthcare,12,3280246,742,2439151,TRUE,GUAYY7427Q,25GUAYY7427Q7Z1,Medium,69,10000000,12.72,TRUE
SME0731,Technology,4,2251061,618,51743,TRUE,SLWOD6456O,01SLWOD6456O7ZJ,High,41,9454456.2,14.52,FALSE
SME0732,Retail,13,4050511,803,180948,TRUE,MZPLG6662O,06MZPLG6662O7ZZ,Medium,67,10000000,11.54,TRUE
SME0733,Services,15,2922136,686,3679021,FALSE,CGRNR2357Z,21CGRNR2357Z3ZY,Medium,62,10000000,13.03,TRUE
SME0734,Automotive,11,615693,793,511793,TRUE,ZGTRR3525U,36ZGTRR3525U8Z3,Medium,52,3694158,11.54,TRUE
SME0735,Construction,10,2736722,789,336284,FALSE,UBHUK1688Q,16UBHUK1688Q3Z6,High,49,10000000,15.13,FALSE
SME0736,Construction,3,339017,372,1840314,TRUE,GIVAB3317R,02GIVAB3317R1Z0,High,26,1423871.4,16.4,FALSE
SME0737,Healthcare,14,514994,808,3787341,TRUE,SNTYJ0746H,07SNTYJ0746H8Z4,Medium,69,3089964,11.37,TRUE
SME0738,Textile,16,1041768,689,278508,TRUE,EPHJH8120T,21EPHJH8120T2ZN,Medium,52,6250608,13.35,TRUE
SME0739,Trading,10,1940083,594,4595315,TRUE,OUQHB0148I,32OUQHB0148I1Z9,Medium,62,10000000,11.46,TRUE
SME0740,Textile,10,1176941,668,4986563,TRUE,BBSWC0520P,09BBSWC0520P1ZW,Medium,65,7061646,12.42,TRUE
SME0741,Trading,12,565982,848,1780403,TRUE,DAQRZ7119J,33DAQRZ7119J7Z3,Medium,61,3395892,11.94,TRUE
SME0742,Textile,9,2638568,486,4381272,TRUE,HLVPL3202L,28HLVPL3202L7ZV,Medium,57,10000000,13.41,TRUE
SME0743,Automotive,1,373146,744,4939426,TRUE,IUVEA9032H,16IUVEA9032H7Z9,Medium,56,2238876,11.68,TRUE
SME0744,Services,5,1264795,662,1286485,TRUE,WOGOH9691D,14WOGOH9691D7ZZ,High,45,5312139,14.7,FALSE
SME0745,Services,20,1489330,422,516995,TRUE,OKVCO2500U,34OKVCO2500U8ZH,High,45,6255186,16.45,FALSE
SME0746,Retail,8,2777747,487,2195454,TRUE,QZHRP5994Z,16QZHRP5994Z9ZO,High,48,10000000,15.11,FALSE
SME0747,Food & Beverage,11,2509381,719,2082723,TRUE,LTQNN2311B,08LTQNN2311B8ZJ,Medium,62,10000000,12.26,TRUE
SME0748,Services,12,4852820,551,2845743,TRUE,QJRVS9407D,30QJRVS9407D4ZH,Medium,66,10000000,11.64,TRUE
SME0749,Services,1,3670599,848,575635,FALSE,YDBSU9563W,04YDBSU9563W4Z5,High,48,10000000,15.6,FALSE
SME0750,Technology,20,3043295,634,537409,FALSE,OZCWT7867H,03OZCWT7867H2ZH,Medium,53,10000000,11.04,TRUE
SME0751,Technology,11,3383616,391,2190945,TRUE,RIFDO4946I,23RIFDO4946I3Z5,High,48,10000000,13.65,FALSE
SME0752,Retail,5,177175,829,1611028,TRUE,GITJZ3578A,26GITJZ3578A5ZN,Medium,51,1063050,12.5,TRUE
SME0753,Food & Beverage,15,2785747,362,297635,FALSE,QMXGI2942O,15QMXGI2942O5Z6,High,31,10000000,14.53,FALSE
SME0754,Healthcare,5,2178808,811,593510,TRUE,UJANT5167A,22UJANT5167A7ZY,Medium,54,10000000,13.38,TRUE
SME0755,Technology,12,1457453,438,4732340,TRUE,DDETI6108A,26DDETI6108A7ZC,Medium,54,8744718,13.26,TRUE
SME0756,Healthcare,5,3111786,484,4788972,FALSE,VOBPT5452E,26VOBPT5452E3ZS,High,47,10000000,15.64,FALSE
SME0757,Manufacturing,17,195028,504,4955697,TRUE,BGCQX7268X,02BGCQX7268X7ZZ,Medium,59,1170168,13.05,TRUE
SME0758,Technology,17,1658242,513,3121500,TRUE,CORJW6843H,06CORJW6843H6ZX,Medium,58,9949452,12.67,TRUE
SME0759,Automotive,12,4785754,555,1703481,TRUE,NDTNL1036Y,17NDTNL1036Y3ZX,Medium,62,10000000,11.31,TRUE
SME0760,Food & Beverage,15,4419453,434,3071342,TRUE,IZQUW6959T,22IZQUW6959T6ZS,Medium,62,10000000,12.91,TRUE
SME0761,Retail,15,263834,387,610198,FALSE,CIOMJ3706F,05CIOMJ3706F5Z8,High,23,1108102.8,14.13,FALSE
SME0762,Manufacturing,6,2467555,506,407891,TRUE,MQODO4732B,21MQODO4732B6ZA,High,39,10000000,14.47,FALSE
SME0763,Food & Beverage,12,1329787,428,3091362,TRUE,TJMTZ4681U,04TJMTZ4681U1ZX,High,47,5585105.4,15.96,FALSE
SME0764,Automotive,20,3112359,302,4704505,TRUE,PKJIL2015U,35PKJIL2015U7ZW,Medium,61,10000000,12.34,TRUE
SME0765,Food & Beverage,18,1425569,420,3657965,TRUE,AQKTO3559N,08AQKTO3559N7ZW,Medium,55,8553414,13.15,TRUE
SME0766,Automotive,14,1516828,684,1051566,TRUE,VAZIG6611F,08VAZIG6611F2Z7,Medium,55,9100968,11.53,TRUE
SME0767,Automotive,2,2514165,337,3734476,TRUE,WSTNC6636E,07WSTNC6636E6ZK,High,39,10000000,15.32,FALSE
SME0768,Healthcare,9,3308823,640,1629282,FALSE,QZDWM1101Z,32QZDWM1101Z2ZX,High,47,10000000,13.75,FALSE
SME0769,Textile,5,3725654,320,3444078,TRUE,HKXXO0093F,17HKXXO0093F9ZQ,High,45,10000000,15.43,FALSE
SME0770,Manufacturing,20,385711,541,3808196,TRUE,HMBSV9316T,08HMBSV9316T8ZG,Medium,60,2314266,12.91,TRUE
SME0771,Food & Beverage,1,1223389,754,1845295,TRUE,XXWZY3699O,05XXWZY3699O6ZH,High,48,5138233.8,15.25,FALSE
SME0772,Trading,3,675919,602,1080913,TRUE,LATRY4235Z,26LATRY4235Z5Z5,High,37,2838859.8,14.3,FALSE
SME0773,Manufacturing,6,3431106,368,3307466,FALSE,QGXWG8368O,15QGXWG8368O1ZP,High,37,10000000,13.59,FALSE
SME0774,Textile,5,952746,428,4451971,TRUE,ERUTH4882Z,12ERUTH4882Z9ZD,High,44,4001533.2,13.86,FALSE
SME0775,Manufacturing,5,522381,495,4860825,TRUE,VFDKJ2064N,01VFDKJ2064N1ZW,High,47,2194000.2,15.37,FALSE
SME0776,Services,1,1076433,439,897099,TRUE,ZGQXS6229Y,29ZGQXS6229Y5ZU,High,26,4521018.6,16.3,FALSE
SME0777,Trading,17,4754548,743,3063407,TRUE,RTVNC9966E,08RTVNC9966E2ZH,Low,82,10000000,9.81,TRUE
SME0778,Textile,19,2771252,582,4155295,TRUE,CROTN3774M,35CROTN3774M3ZC,Low,72,10000000,10.6,TRUE
SME0779,Healthcare,14,1620943,611,1427231,TRUE,VHOQE3319Q,04VHOQE3319Q3ZO,Medium,53,9725658,13.17,TRUE
SME0780,Food & Beverage,12,501067,834,1541181,TRUE,OFWUP7813I,31OFWUP7813I4Z3,Medium,59,3006402,12.3,TRUE
SME0781,Construction,10,560796,576,417974,FALSE,ESVCU2594Y,07ESVCU2594Y7ZF,High,29,2355343.2,15.51,FALSE
SME0782,Textile,20,1104001,360,3614724,TRUE,CVXGV1670Y,05CVXGV1670Y7ZZ,Medium,52,6624006,13.04,TRUE
SME0783,Retail,18,412023,618,4337552,FALSE,DXZGN9610D,32DXZGN9610D8ZO,Medium,54,2472138,11.65,TRUE
SME0784,Food & Beverage,11,3305599,351,1161882,TRUE,PPRHJ6750L,28PPRHJ6750L3Z6,High,42,10000000,14.39,FALSE
SME0785,Textile,2,4786166,452,954131,TRUE,YFMZQ0757X,17YFMZQ0757X2ZF,High,43,10000000,13.5,FALSE
SME0786,Services,18,3277902,610,2481321,TRUE,KNXJO6693Y,18KNXJO6693Y7Z0,Medium,68,10000000,13.41,TRUE
SME0787,Construction,7,855111,843,710270,TRUE,RYJSN1341Q,03RYJSN1341Q5ZT,Medium,53,5130666,13.29,TRUE
SME0788,Services,15,2420715,688,100417,TRUE,JUIOL4989F,11JUIOL4989F6ZO,Medium,56,10000000,12.91,TRUE
SME0789,Construction,11,2334805,847,4632942,TRUE,SDTQS2080Y,03SDTQS2080Y8ZZ,Low,79,10000000,9.62,TRUE
SME0790,Retail,18,4404459,476,1070560,TRUE,QPRBN5602B,23QPRBN5602B6Z7,Medium,60,10000000,12.12,TRUE
SME0791,Food & Beverage,12,1999054,661,202458,FALSE,HYBBZ8348F,04HYBBZ8348F2ZU,High,40,8396026.8,13.81,FALSE
SME0792,Healthcare,6,3557550,613,4728912,TRUE,ZLYIG9844L,29ZLYIG9844L4ZC,Medium,66,10000000,11.04,TRUE
SME0793,Services,20,1650184,396,1933782,TRUE,XZTIW6236K,09XZTIW6236K7ZK,Medium,50,9901104,12.54,TRUE
SME0794,Services,13,4274482,512,4619409,FALSE,ULCQG5961M,03ULCQG5961M9ZO,Medium,60,10000000,13.4,TRUE
SME0795,Automotive,20,3373523,436,3906937,TRUE,DRXWA1132Q,12DRXWA1132Q4ZA,Medium,67,10000000,13.26,TRUE
SME0796,Construction,16,188668,305,1418791,TRUE,NBPKY0861B,26NBPKY0861B5ZD,High,33,792405.6,15.59,FALSE
SME0797,Technology,18,2934837,408,1986850,TRUE,UEDLZ9239T,16UEDLZ9239T8Z9,Medium,54,10000000,11.24,TRUE
SME0798,Food & Beverage,10,3719348,846,4112553,TRUE,RUUUJ0516T,31RUUUJ0516T4Z9,Low,81,10000000,9.91,TRUE
SME0799,Construction,8,2024914,338,3110618,TRUE,UUURU2313Y,26UUURU2313Y4Z8,High,41,8504638.8,14.46,FALSE
SME0800,Automotive,18,4110162,724,2741303,FALSE,XMSQA5230H,15XMSQA5230H9Z6,Medium,69,10000000,12.91,TRUE
SME0801,Manufacturing,1,4847395,560,56250,TRUE,QUVOR6603L,,High,45,10000000,15.91,FALSE
SME0802,Construction,8,2870742,725,4015194,TRUE,MDUAA6801V,,Medium,69,10000000,11.96,TRUE
SME0803,Healthcare,6,2870374,386,1360850,TRUE,OFBID6527G,,High,38,10000000,14.75,FALSE
SME0804,Food & Beverage,5,3682299,764,485147,TRUE,YPCQR0491P,,Medium,57,10000000,11.11,TRUE
SME0805,Automotive,15,3145915,375,3027193,TRUE,SHOJE3495L,,Medium,54,10000000,11.72,TRUE
SME0806,Manufacturing,15,370914,770,3895850,TRUE,WMIQT8470T,,Medium,68,2225484,12.13,TRUE
SME0807,Trading,2,4209803,713,2122368,TRUE,PLIMQ0326C,,Medium,60,10000000,11.29,TRUE
SME0808,Automotive,1,462455,756,2453445,TRUE,ALOKJ1930Q,,High,48,1942311,14.86,FALSE
SME0809,Trading,11,4574017,584,886336,TRUE,HWNXD5273C,,Medium,58,10000000,13.13,TRUE
SME0810,Food & Beverage,10,1134586,538,3840415,TRUE,TFWGN3761M,,Medium,53,6807516,12.45,TRUE
SME0811,Services,18,1846688,671,4908107,TRUE,HYUTP3353P,,Low,75,10000000,9.62,TRUE
